성별,연령대,몸무게,운동경력,운동목적,운동종목,추천무게(kg),추천횟수,추천세트수,쉬는시간(초)
남성,30대,87.9,초보자,근비대,체스트 프레스 머신,40.0,9,4,62
남성,10대,66.9,상급자,다이어트,루마니안 데드리프트,42.5,18,3,36
남성,10대,75.3,중급자,재활/건강,레그 프레스 머신,32.5,16,2,98
여성,30대,53.7,상급자,근비대,바벨 스쿼트,32.5,10,3,89
남성,10대,70.7,초보자,스트렝스,바벨 로우,25.0,3,5,138
남성,30대,70.7,중급자,재활/건강,루마니안 데드리프트,20.0,19,2,94
남성,30대,80.8,상급자,재활/건강,오버헤드 프레스,32.5,16,2,94
여성,20대,58.6,상급자,근비대,바벨 로우,32.5,8,4,86
남성,20대,64.0,초보자,근비대,오버헤드 프레스,17.5,12,3,80
남성,50대,77.3,상급자,다이어트,숄더 프레스 머신,80.0,20,3,58
남성,60대 이상,85.4,상급자,다이어트,바벨 로우,60.0,18,3,37
여성,10대,48.4,초보자,다이어트,루마니안 데드리프트,5.0,16,3,55
남성,50대,64.0,상급자,스트렝스,사이드 레터럴 레이즈,67.5,5,5,152
남성,20대,82.2,상급자,근비대,바벨 스쿼트,75.0,9,4,76
여성,60대 이상,66.8,상급자,재활/건강,숄더 프레스 머신,25.0,17,2,118
여성,10대,73.4,상급자,다이어트,랫 풀다운 머신,45.0,19,3,31
남성,50대,69.7,상급자,다이어트,인클라인 덤벨 프레스,47.5,15,3,55
남성,40대,82.9,중급자,다이어트,페이스 풀,32.5,15,3,60
여성,60대 이상,53.9,중급자,재활/건강,펙덱 플라이 머신,15.0,16,2,96
여성,30대,69.1,중급자,재활/건강,펙덱 플라이 머신,20.0,18,3,105
여성,10대,37.5,상급자,스트렝스,오버헤드 프레스,27.5,5,5,178
여성,50대,61.9,중급자,근비대,어시스트 풀업 머신,37.5,8,4,90
여성,60대 이상,60.3,초보자,다이어트,펙덱 플라이 머신,12.5,17,3,41
남성,50대,66.3,중급자,재활/건강,사이드 레터럴 레이즈,20.0,19,3,103
남성,50대,85.0,초보자,재활/건강,워킹 런지,10.0,17,2,115
여성,10대,49.7,초보자,근비대,랫 풀다운 머신,15.0,8,3,61
여성,10대,47.4,중급자,다이어트,벤치프레스,12.5,18,3,53
여성,60대 이상,57.4,중급자,다이어트,레그 컬 머신,22.5,20,3,54
남성,50대,59.2,중급자,다이어트,어시스트 풀업 머신,35.0,20,3,60
여성,10대,57.6,초보자,다이어트,벤치프레스,7.5,16,3,54
여성,50대,56.2,초보자,재활/건강,숄더 프레스 머신,7.5,17,3,118
남성,40대,73.1,중급자,다이어트,체스트 프레스 머신,45.0,18,3,59
남성,60대 이상,82.5,상급자,스트렝스,바벨 로우,85.0,5,4,150
여성,30대,57.3,중급자,재활/건강,루마니안 데드리프트,10.0,16,2,113
남성,10대,85.4,상급자,스트렝스,레그 익스텐션 머신,142.5,4,5,121
여성,40대,50.2,상급자,근비대,오버헤드 프레스,30.0,12,3,67
여성,50대,52.9,상급자,다이어트,어시스트 풀업 머신,37.5,19,3,38
여성,20대,50.5,중급자,스트렝스,레그 익스텐션 머신,35.0,4,5,155
여성,10대,54.2,상급자,근비대,루마니안 데드리프트,35.0,10,4,87
남성,60대 이상,65.9,상급자,다이어트,펙덱 플라이 머신,62.5,17,3,58
여성,20대,37.0,초보자,스트렝스,바벨 로우,7.5,3,4,148
남성,60대 이상,74.3,상급자,스트렝스,루마니안 데드리프트,80.0,3,5,143
여성,60대 이상,38.7,상급자,다이어트,숄더 프레스 머신,25.0,15,3,38
여성,60대 이상,58.1,초보자,근비대,인클라인 덤벨 프레스,10.0,8,3,73
남성,30대,92.7,초보자,재활/건강,루마니안 데드리프트,12.5,18,2,114
남성,10대,83.8,중급자,다이어트,레그 익스텐션 머신,57.5,20,3,31
여성,20대,51.6,상급자,근비대,사이드 레터럴 레이즈,32.5,9,4,88
여성,30대,56.1,초보자,근비대,숄더 프레스 머신,15.0,9,3,76
여성,20대,50.0,초보자,근비대,펙덱 플라이 머신,15.0,9,4,71
여성,20대,55.4,중급자,근비대,워킹 런지,20.0,11,4,79
남성,10대,77.7,상급자,스트렝스,벤치프레스,87.5,5,5,180
여성,40대,56.7,상급자,스트렝스,시티드 로우 머신,62.5,4,4,134
남성,60대 이상,78.5,초보자,근비대,어시스트 풀업 머신,37.5,9,4,89
남성,20대,72.3,상급자,스트렝스,루마니안 데드리프트,77.5,4,4,122
여성,60대 이상,67.9,중급자,근비대,사이드 레터럴 레이즈,27.5,9,4,67
남성,50대,73.4,초보자,재활/건강,레그 프레스 머신,15.0,19,2,114
남성,60대 이상,86.6,중급자,재활/건강,워킹 런지,25.0,19,3,106
남성,30대,71.1,초보자,재활/건강,숄더 프레스 머신,15.0,16,2,95
여성,30대,46.7,상급자,다이어트,워킹 런지,22.5,15,3,34
남성,10대,70.9,상급자,재활/건강,페이스 풀,30.0,19,3,106
여성,50대,51.8,중급자,다이어트,펙덱 플라이 머신,22.5,19,3,44
남성,30대,73.9,초보자,스트렝스,루마니안 데드리프트,27.5,5,4,148
여성,40대,43.1,상급자,다이어트,어시스트 풀업 머신,30.0,17,3,60
남성,60대 이상,78.3,상급자,스트렝스,레그 프레스 머신,122.5,4,4,153
남성,20대,68.0,상급자,다이어트,워킹 런지,45.0,18,3,59
남성,60대 이상,75.4,상급자,근비대,레그 컬 머신,102.5,9,4,77
여성,10대,49.1,중급자,다이어트,루마니안 데드리프트,12.5,18,3,43
남성,50대,71.9,상급자,다이어트,바벨 로우,42.5,16,3,30
남성,50대,76.8,중급자,근비대,랫 풀다운 머신,70.0,9,3,71
여성,40대,47.8,초보자,재활/건강,레그 컬 머신,7.5,18,3,104
여성,40대,65.7,상급자,근비대,바벨 로우,40.0,8,3,90
남성,10대,82.2,초보자,스트렝스,랫 풀다운 머신,45.0,5,4,169
여성,60대 이상,51.8,초보자,재활/건강,벤치프레스,5.0,16,3,110
남성,30대,52.0,상급자,재활/건강,레그 익스텐션 머신,30.0,16,3,113
여성,50대,60.1,초보자,다이어트,레그 프레스 머신,12.5,20,3,35
남성,10대,81.1,상급자,재활/건강,펙덱 플라이 머신,52.5,19,2,101
남성,10대,74.3,중급자,근비대,오버헤드 프레스,45.0,8,3,63
남성,30대,66.7,상급자,근비대,랫 풀다운 머신,90.0,11,3,88
남성,20대,76.5,중급자,다이어트,체스트 프레스 머신,52.5,17,3,54
남성,30대,69.7,중급자,스트렝스,바벨 스쿼트,50.0,4,4,124
여성,40대,44.6,초보자,스트렝스,사이드 레터럴 레이즈,10.0,5,4,173
여성,50대,50.5,초보자,재활/건강,사이드 레터럴 레이즈,5.0,20,3,101
여성,40대,66.9,초보자,다이어트,레그 컬 머신,12.5,20,3,46
남성,50대,77.1,초보자,근비대,시티드 로우 머신,35.0,11,3,84
남성,10대,78.0,중급자,스트렝스,페이스 풀,57.5,3,5,137
여성,20대,59.6,상급자,근비대,랫 풀다운 머신,55.0,8,3,73
남성,30대,76.2,상급자,다이어트,레그 익스텐션 머신,80.0,15,3,54
남성,20대,51.0,상급자,재활/건강,시티드 로우 머신,30.0,19,2,105
남성,30대,66.1,상급자,근비대,사이드 레터럴 레이즈,60.0,10,3,87
여성,40대,45.2,중급자,스트렝스,레그 프레스 머신,30.0,4,4,154
여성,40대,64.2,상급자,근비대,인클라인 덤벨 프레스,37.5,9,3,66
여성,10대,46.5,중급자,스트렝스,시티드 로우 머신,32.5,5,4,157
남성,20대,82.9,중급자,스트렝스,레그 컬 머신,87.5,5,4,126
여성,10대,53.3,초보자,다이어트,레그 익스텐션 머신,12.5,19,3,41
남성,30대,67.8,초보자,근비대,바벨 스쿼트,20.0,9,3,90
여성,50대,42.7,중급자,스트렝스,레그 익스텐션 머신,30.0,3,5,149
여성,50대,52.6,상급자,재활/건강,워킹 런지,15.0,16,2,110
여성,30대,57.4,초보자,다이어트,랫 풀다운 머신,12.5,15,3,46
남성,30대,82.3,초보자,근비대,펙덱 플라이 머신,35.0,12,3,67
여성,60대 이상,68.3,중급자,근비대,워킹 런지,27.5,12,4,64
남성,20대,86.5,상급자,재활/건강,인클라인 덤벨 프레스,37.5,16,3,90
여성,30대,41.1,초보자,근비대,펙덱 플라이 머신,10.0,9,4,85
여성,10대,52.0,상급자,재활/건강,시티드 로우 머신,20.0,16,2,93
남성,40대,64.4,상급자,근비대,펙덱 플라이 머신,82.5,11,3,73
남성,60대 이상,89.7,초보자,근비대,벤치프레스,27.5,9,3,62
여성,10대,56.3,상급자,근비대,레그 프레스 머신,50.0,12,3,77
여성,10대,63.4,상급자,스트렝스,레그 컬 머신,67.5,4,5,174
남성,60대 이상,82.2,초보자,근비대,레그 컬 머신,35.0,12,3,70
여성,20대,50.5,중급자,재활/건강,인클라인 덤벨 프레스,10.0,16,2,99
남성,20대,87.2,상급자,스트렝스,바벨 로우,92.5,5,4,158
여성,60대 이상,56.1,상급자,근비대,바벨 로우,32.5,10,3,90
남성,30대,69.2,초보자,스트렝스,체스트 프레스 머신,37.5,3,4,124
남성,60대 이상,102.1,상급자,재활/건강,워킹 런지,37.5,18,3,103
남성,10대,71.4,중급자,재활/건강,체스트 프레스 머신,30.0,16,2,119
여성,50대,60.1,상급자,스트렝스,사이드 레터럴 레이즈,42.5,5,5,122
여성,60대 이상,47.9,상급자,근비대,펙덱 플라이 머신,40.0,12,3,70
남성,60대 이상,73.7,초보자,다이어트,사이드 레터럴 레이즈,15.0,17,3,43
여성,30대,57.8,상급자,스트렝스,인클라인 덤벨 프레스,40.0,3,5,149
남성,30대,65.6,중급자,다이어트,바벨 스쿼트,30.0,20,3,35
남성,40대,79.4,상급자,근비대,레그 컬 머신,107.5,8,3,84
남성,40대,87.6,중급자,다이어트,레그 프레스 머신,62.5,20,3,31
남성,20대,73.4,상급자,스트렝스,숄더 프레스 머신,122.5,4,5,154
남성,20대,69.4,상급자,다이어트,어시스트 풀업 머신,67.5,18,3,58
남성,40대,79.0,초보자,스트렝스,인클라인 덤벨 프레스,27.5,5,5,169
여성,50대,63.9,초보자,재활/건강,인클라인 덤벨 프레스,7.5,17,3,117
남성,60대 이상,75.3,상급자,스트렝스,숄더 프레스 머신,125.0,4,5,146
여성,10대,70.9,상급자,다이어트,레그 프레스 머신,50.0,20,3,39
여성,30대,57.8,상급자,근비대,벤치프레스,37.5,9,3,85
여성,20대,58.8,상급자,다이어트,레그 컬 머신,37.5,20,3,41
남성,40대,77.4,초보자,다이어트,바벨 로우,17.5,16,3,56
여성,60대 이상,54.5,상급자,다이어트,시티드 로우 머신,32.5,20,3,59
여성,40대,73.2,중급자,재활/건강,시티드 로우 머신,17.5,19,2,107
여성,10대,70.6,초보자,재활/건강,바벨 스쿼트,5.0,19,2,115
남성,30대,84.0,초보자,근비대,레그 컬 머신,40.0,11,4,65
여성,60대 이상,46.1,상급자,근비대,벤치프레스,27.5,8,4,63
여성,40대,51.7,초보자,스트렝스,루마니안 데드리프트,12.5,5,4,153
남성,20대,64.6,초보자,재활/건강,바벨 로우,10.0,20,3,99
여성,60대 이상,71.1,중급자,스트렝스,레그 프레스 머신,45.0,5,4,154
남성,60대 이상,70.3,중급자,다이어트,레그 프레스 머신,45.0,16,3,31
남성,50대,83.9,초보자,재활/건강,랫 풀다운 머신,20.0,15,3,97
남성,50대,69.1,상급자,다이어트,레그 익스텐션 머신,72.5,16,3,58
남성,30대,76.7,상급자,다이어트,오버헤드 프레스,52.5,16,3,51
여성,60대 이상,61.4,상급자,재활/건강,인클라인 덤벨 프레스,17.5,17,2,115
여성,10대,57.6,초보자,재활/건강,펙덱 플라이 머신,7.5,16,3,103
여성,30대,50.0,상급자,재활/건강,오버헤드 프레스,12.5,19,2,114
여성,60대 이상,47.6,초보자,근비대,사이드 레터럴 레이즈,10.0,9,4,68
여성,30대,61.9,중급자,재활/건강,벤치프레스,12.5,19,2,101
남성,30대,82.6,초보자,다이어트,펙덱 플라이 머신,25.0,16,3,33
여성,10대,46.3,상급자,재활/건강,펙덱 플라이 머신,17.5,18,2,110
남성,20대,99.1,중급자,스트렝스,숄더 프레스 머신,105.0,5,4,137
여성,20대,68.1,초보자,재활/건강,워킹 런지,7.5,16,3,106
여성,30대,67.0,상급자,근비대,바벨 스쿼트,42.5,8,3,64
여성,20대,58.2,초보자,근비대,숄더 프레스 머신,15.0,11,4,88
여성,10대,66.1,상급자,다이어트,레그 프레스 머신,47.5,19,3,60
남성,40대,81.9,초보자,스트렝스,레그 프레스 머신,42.5,3,5,153
여성,10대,43.4,상급자,재활/건강,워킹 런지,12.5,17,2,99
여성,60대 이상,61.1,상급자,재활/건강,랫 풀다운 머신,25.0,19,2,113
여성,30대,56.2,상급자,재활/건강,레그 컬 머신,25.0,15,3,112
여성,10대,64.8,초보자,재활/건강,숄더 프레스 머신,10.0,19,3,111
여성,30대,49.9,상급자,근비대,페이스 풀,32.5,11,3,80
남성,40대,85.7,상급자,근비대,펙덱 플라이 머신,120.0,8,4,71
여성,20대,70.5,상급자,다이어트,루마니안 데드리프트,32.5,19,3,37
남성,20대,85.3,상급자,근비대,시티드 로우 머신,112.5,8,3,84
여성,30대,50.7,초보자,다이어트,어시스트 풀업 머신,10.0,15,3,45
여성,30대,64.3,중급자,다이어트,오버헤드 프레스,17.5,15,3,50
남성,60대 이상,78.4,초보자,근비대,페이스 풀,25.0,8,3,62
남성,30대,69.2,초보자,재활/건강,워킹 런지,10.0,16,3,95
남성,50대,91.0,상급자,재활/건강,레그 익스텐션 머신,60.0,18,2,93
남성,40대,70.3,초보자,재활/건강,어시스트 풀업 머신,15.0,20,3,94
여성,40대,43.5,상급자,재활/건강,레그 익스텐션 머신,20.0,17,2,113
여성,30대,65.1,중급자,다이어트,레그 프레스 머신,27.5,18,3,39
여성,40대,56.7,초보자,근비대,숄더 프레스 머신,15.0,11,3,67
여성,50대,49.1,중급자,스트렝스,페이스 풀,20.0,5,4,169
여성,30대,51.3,중급자,근비대,벤치프레스,20.0,10,3,76
여성,10대,63.6,중급자,근비대,루마니안 데드리프트,22.5,11,4,88
남성,60대 이상,56.7,상급자,스트렝스,루마니안 데드리프트,62.5,5,5,161
여성,30대,57.7,중급자,재활/건강,레그 프레스 머신,15.0,17,3,90
여성,20대,43.0,상급자,재활/건강,숄더 프레스 머신,17.5,15,3,90
여성,60대 이상,75.1,초보자,다이어트,레그 프레스 머신,17.5,15,3,41
여성,30대,48.7,상급자,근비대,숄더 프레스 머신,42.5,9,4,79
남성,20대,85.6,중급자,다이어트,레그 컬 머신,57.5,19,3,42
남성,40대,62.4,상급자,근비대,사이드 레터럴 레이즈,57.5,12,4,75
여성,40대,58.0,상급자,근비대,숄더 프레스 머신,52.5,10,4,73
남성,20대,67.7,초보자,다이어트,숄더 프레스 머신,25.0,19,3,31
여성,10대,51.8,상급자,스트렝스,바벨 스쿼트,35.0,3,4,137
남성,10대,81.4,상급자,재활/건강,사이드 레터럴 레이즈,30.0,18,3,120
남성,50대,71.2,상급자,재활/건강,벤치프레스,30.0,18,2,115
남성,60대 이상,81.8,상급자,근비대,사이드 레터럴 레이즈,70.0,12,3,80
여성,50대,50.8,상급자,스트렝스,숄더 프레스 머신,52.5,3,4,179
남성,60대 이상,82.3,중급자,근비대,오버헤드 프레스,47.5,10,3,85
남성,10대,72.1,상급자,스트렝스,어시스트 풀업 머신,120.0,5,5,127
여성,50대,59.8,초보자,다이어트,인클라인 덤벨 프레스,7.5,16,3,59
여성,60대 이상,49.0,초보자,재활/건강,레그 컬 머신,7.5,19,3,102
여성,30대,58.2,상급자,다이어트,워킹 런지,25.0,20,3,48
여성,60대 이상,61.2,중급자,근비대,랫 풀다운 머신,35.0,11,4,69
남성,10대,77.6,중급자,근비대,레그 프레스 머신,65.0,10,4,82
여성,60대 이상,37.5,상급자,근비대,펙덱 플라이 머신,35.0,12,3,69
여성,30대,63.7,초보자,근비대,워킹 런지,12.5,11,3,71
남성,50대,73.2,중급자,다이어트,체스트 프레스 머신,52.5,18,3,37
남성,30대,83.1,중급자,근비대,사이드 레터럴 레이즈,52.5,11,3,83
남성,20대,91.9,상급자,다이어트,시티드 로우 머신,97.5,18,3,58
남성,30대,79.3,초보자,재활/건강,바벨 스쿼트,10.0,15,2,105
남성,10대,64.8,중급자,스트렝스,레그 프레스 머신,72.5,4,5,163
남성,30대,70.3,초보자,재활/건강,레그 익스텐션 머신,15.0,19,3,113
남성,40대,75.6,중급자,재활/건강,레그 프레스 머신,35.0,17,3,91
여성,30대,65.7,중급자,다이어트,사이드 레터럴 레이즈,17.5,17,3,44
남성,60대 이상,53.0,초보자,스트렝스,시티드 로우 머신,30.0,5,4,180
여성,20대,63.3,상급자,스트렝스,사이드 레터럴 레이즈,42.5,5,5,164
여성,40대,61.0,초보자,재활/건강,레그 프레스 머신,7.5,20,3,97
남성,50대,76.9,초보자,재활/건강,바벨 스쿼트,10.0,16,3,98
남성,10대,79.4,초보자,다이어트,랫 풀다운 머신,25.0,20,3,40
남성,10대,75.9,상급자,재활/건강,펙덱 플라이 머신,47.5,17,2,116
남성,60대 이상,76.7,중급자,다이어트,인클라인 덤벨 프레스,32.5,19,3,33
남성,30대,80.9,상급자,다이어트,페이스 풀,50.0,17,3,40
남성,60대 이상,76.7,중급자,재활/건강,바벨 스쿼트,17.5,20,2,93
남성,20대,90.6,중급자,다이어트,레그 익스텐션 머신,62.5,15,3,46
남성,30대,68.3,상급자,재활/건강,인클라인 덤벨 프레스,27.5,18,3,91
남성,50대,70.7,상급자,다이어트,어시스트 풀업 머신,72.5,16,3,35
남성,10대,74.7,상급자,다이어트,어시스트 풀업 머신,67.5,20,3,30
남성,30대,92.5,상급자,다이어트,체스트 프레스 머신,85.0,17,3,47
남성,40대,62.3,중급자,재활/건강,바벨 로우,17.5,16,3,94
남성,50대,68.8,초보자,스트렝스,바벨 로우,25.0,5,4,150
여성,10대,54.0,중급자,스트렝스,바벨 스쿼트,25.0,4,5,163
남성,60대 이상,73.8,초보자,스트렝스,펙덱 플라이 머신,42.5,5,5,165
남성,20대,79.7,상급자,근비대,랫 풀다운 머신,107.5,12,3,89
여성,10대,48.7,중급자,다이어트,어시스트 풀업 머신,20.0,15,3,43
남성,30대,78.3,초보자,근비대,페이스 풀,22.5,9,3,87
남성,40대,77.9,중급자,재활/건강,워킹 런지,25.0,15,2,103
여성,60대 이상,54.2,상급자,스트렝스,시티드 로우 머신,57.5,3,4,166
남성,10대,80.7,초보자,재활/건강,워킹 런지,12.5,18,2,100
여성,40대,50.8,초보자,스트렝스,페이스 풀,12.5,5,5,136
여성,20대,48.8,상급자,근비대,레그 익스텐션 머신,47.5,10,4,83
남성,50대,85.4,중급자,다이어트,레그 컬 머신,55.0,20,3,49
남성,20대,79.8,초보자,스트렝스,벤치프레스,30.0,4,5,149
남성,20대,70.2,중급자,근비대,시티드 로우 머신,62.5,9,4,81
남성,20대,69.9,중급자,근비대,숄더 프레스 머신,65.0,8,4,85
